NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering IC,Application ID,Award Notice Date,Opportunity Number,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information,Project Start Date,Project End Date,Study Section,Subproject Number,Contact PI Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,Primary DUNS,Primary UEI,DUNS Number,UEI,FIPS,Latitude,Longitude,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,Post Award Action Type,Assistance Listing Number,Funding Mechanism,Fiscal Year,Total Cost,Total Cost(Sub Projects),Funding IC(s),Direct Cost IC,Indirect Cost IC,NIH COVID-19 Response,Total Cost IC,search_text,portfolio_bucket,modality_primary,modality_secondary,cancer_type,development_stage,clinical_flag,institution_class,keyword_hits
No NIH Category available,Address;Adoption;Affinity;Allogenic;Animals;Antigen Targeting;Antigens;Autologous;B lymphoid malignancy;B-Cell Activation;B-Lymphocytes;Benefits and Risks;Binding;Biological Assay;CAR T cell therapy;CD19 gene;Cell Line;Cell Therapy;Cells;Cellular biology;Chemistry;Clinical;Coculture Techniques;Complex;DNA;DNA Transposons;Data;Development;Documentation;Dose;Drug Kinetics;Engineering;Evaluation;Family;Generations;Genetic;Genetic Engineering;Human;Immunocompromised Host;Immunotherapeutic agent;Immunotherapy;In Vitro;Interleukin 4 Receptor;Investigational New Drug Application;Life;Ligands;MS4A1 gene;Malignant - descriptor;Malignant Neoplasms;Mantle Cell Lymphoma;Mature B-Lymphocyte;Memory;Messenger RNA;Methods;Mus;Patient-Focused Outcomes;Patients;Pharmaceutical Preparations;Pharmacology;Phase;Population;Positioning Attribute;Process;Production;Property;Protocols documentation;Qualifying;Quality Control;Recommendation;Recurrent disease;Relapse;Reproducibility;Residual state;Running;Safety;Signal Transduction;Source;Specific qualifier value;System;T cell therapy;T-Cell Receptor Therapy;T-Lymphocyte;Technology Transfer;Testing;Therapeutic Intervention;Time;Toxic effect;Toxicity Tests;Tumor Antigens;Validation;Viral;Work;Xenograft procedure;cancer cell;cell killing;chimeric antigen receptor;chimeric antigen receptor T cells;commercialization;cost;cost effective;cytotoxic;cytotoxicity;design;efficacy evaluation;engineered T cells;experience;extend lifespan;good laboratory practice;graft vs host disease;improved;improved outcome;in vivo;in vivo evaluation;innovation;manufacture;manufacturing process;mouse model;neoplastic;novel;novel therapeutics;patient subsets;pre-clinical;preclinical evaluation;preservation;prevent;product development;receptor;receptor expression;response;safety study;safety testing;targeted treatment;therapeutic development;timeline;tumor;tumor xenograft;γδ T cells,Allogeneic BAFF Ligand Based CAR T Cells as a Novel Therapy for B Cell Malignancies,"PROJECT NARRATIVE
This proposal describes a novel allogeneic chimeric antigen receptor (CAR) T cell therapy that aims to improve
outcomes for patients with mantle cell lymphoma. Our approach improves upon current immunotherapies by
engineering T cells in a unique way to express a novel CAR against multiple underexplored targets in an allogenic
platform. We expect immunotherapeutic delivery of these modified T cells will reduce disease recurrence by
preventing antigen escape, improving persistence, and decreasing manufacturing burden.",NCI,11379617,2025-09-23,PA-22-176,4R44CA278021-02,4,R44,CA,278021,2,,"BOZZA, WILLIAM PATRICK",2023-07-01,2027-08-31,Special Emphasis Panel[ZRG1-OTC-V(13)B],,14142971,"GIBBONS, HUNTER RAMSDELL",Not Applicable,5,Unavailable,117107790.0,MNKBAEZHWJS1,117107790,MNKBAEZHWJS1,US,44.928994,-93.319207,10056556,"LUMINARY THERAPEUTICS, INC.",MINNEAPOLIS,MN,Domestic For-Profits,55415,UNITED STATES,N,2025-09-01,2026-08-31,,93.395,SBIR/STTR,2025,1463315,,NCI,983965,383746,,1463315,"allogeneic baff ligand based car t cells as a novel therapy for b cell malignancies | project narrative
this proposal describes a novel allogeneic chimeric antigen receptor (car) t cell therapy that aims to improve
outcomes for patients with mantle cell lymphoma. our approach improves upon current immunotherapies by
engineering t cells in a unique way to express a novel car against multiple underexplored targets in an allogenic
platform. we expect immunotherapeutic delivery of these modified t cells will reduce disease recurrence by
preventing antigen escape, improving persistence, and decreasing manufacturing burden. | address;adoption;affinity;allogenic;animals;antigen targeting;antigens;autologous;b lymphoid malignancy;b-cell activation;b-lymphocytes;benefits and risks;binding;biological assay;car t cell therapy;cd19 gene;cell line;cell therapy;cells;cellular biology;chemistry;clinical;coculture techniques;complex;dna;dna transposons;data;development;documentation;dose;drug kinetics;engineering;evaluation;family;generations;genetic;genetic engineering;human;immunocompromised host;immunotherapeutic agent;immunotherapy;in vitro;interleukin 4 receptor;investigational new drug application;life;ligands;ms4a1 gene;malignant - descriptor;malignant neoplasms;mantle cell lymphoma;mature b-lymphocyte;memory;messenger rna;methods;mus;patient-focused outcomes;patients;pharmaceutical preparations;pharmacology;phase;population;positioning attribute;process;production;property;protocols documentation;qualifying;quality control;recommendation;recurrent disease;relapse;reproducibility;residual state;running;safety;signal transduction;source;specific qualifier value;system;t cell therapy;t-cell receptor therapy;t-lymphocyte;technology transfer;testing;therapeutic intervention;time;toxic effect;toxicity tests;tumor antigens;validation;viral;work;xenograft procedure;cancer cell;cell killing;chimeric antigen receptor;chimeric antigen receptor t cells;commercialization;cost;cost effective;cytotoxic;cytotoxicity;design;efficacy evaluation;engineered t cells;experience;extend lifespan;good laboratory practice;graft vs host disease;improved;improved outcome;in vivo;in vivo evaluation;innovation;manufacture;manufacturing process;mouse model;neoplastic;novel;novel therapeutics;patient subsets;pre-clinical;preclinical evaluation;preservation;prevent;product development;receptor;receptor expression;response;safety study;safety testing;targeted treatment;therapeutic development;timeline;tumor;tumor xenograft;γδ t cells | luminary therapeutics, inc. | minneapolis | mn | domestic for-profits | sbir/sttr | r44 | nci",Therapeutics,CAR / CAR-T,CAR / CAR-T; Cell therapy; Immunotherapy / vaccine; Diagnostic / assay,Hematologic,Preclinical / translational,Non-clinical,Company,CAR / CAR-T; Cell therapy; Immunotherapy / vaccine; Diagnostic / assay; Digital health / software; Hematologic
No NIH Category available,Accounting;Address;Animal Cancer Model;Animal Model;Autacoids;Biological Assay;Biological Markers;Biological Sciences;Biology;Cancer Etiology;Canis familiaris;Cells;Cessation of life;Clinic;Clinical;Clinical Data;Clinical Treatment;Clinical Trials;Collaborations;Country;Credentialing;Crowns;Data;Development;Disease;Disease Progression;Dose;Drug resistance;Endotoxins;Feedback;Flow Cytometry;Goals;Good Manufacturing Process;Grant;Guidelines;Human;Immune;Immunotherapy;Incidence;Inflammation;Inflammatory;Injections;Investigational Drugs;Investigational New Drug Application;KPC model;KRASG12D;Legal patent;Life;Lipids;Malignant Neoplasms;Malignant neoplasm of pancreas;Modeling;Mus;Neoplasm Metastasis;New Drug Approvals;Pancreatic Ductal Adenocarcinoma;Particulate Matter;Patients;Perioperative;Pharmaceutical Preparations;Pharmacodynamics;Pharmacologic Substance;Phase;Phase I Clinical Trials;Phenotype;Placebos;Plasma;Positioning Attribute;Preclinical data;Radiation therapy;Rattus;Research;Resistance;Safety;Saline;Specific qualifier value;Survival Rate;TP53 gene;Techniques;Therapeutic Agents;Time;Toxic effect;Toxicokinetics;Toxicology;Translating;Treatment Efficacy;Tumor Immunity;Tumor Tissue;Tumor Volume;Vial device;active comparator;advanced disease;arm;biomarker identification;chemokine;chemotherapy;clinical development;clinical investigation;clinical toxicology;clinically significant;commercialization;cytokine;diagnostic strategy;efficacy study;improved;innovation;manufacture;manufacturing test;medical schools;meetings;mortality;mouse model;novel;novel therapeutics;pancreatic cancer model;pancreatic ductal adenocarcinoma model;patient derived xenograft model;pharmacodynamic biomarker;phase 1 study;potential biomarker;pre-clinical;preclinical study;professor;programs;response;side effect;stability testing;standard of care;subcutaneous;success;transcriptome sequencing;treatment response;tumor;tumor growth;tumor microenvironment;tumor progression,Development of a Novel Resolvin-Based Therapy for Treatment of Pancreatic Cancer,"NARRATIVE
Pancreatic cancer (PC) is a highly lethal disease with a 5-year survival rate between 5% and 10%, and PC
incidence and mortality are projected to more than double over the next ten years. However, existing systemic
chemotherapies are only modestly effective and have significant side effects and safety issues and
immunotherapies have not been effective. Emerging data demonstrates that cellular debris in the tumor
microenvironment and inflammation are major causes of disease progression, metastasis, and resistance. To
address this need, Thetis is investigating TP-317, an innovative new therapy for treatment of PC.",NCI,11351574,2025-09-08,PA-22-176,4R44CA278026-02,4,R44,CA,278026,2,,"LI, MELISSA WANLING",2023-06-02,2027-05-31,Special Emphasis Panel[ZRG1-CTH-T(10)B],,78606135,"PARKINSON, JOHN ",Not Applicable,2,Unavailable,68662462.0,QBDWD3M7YKM9,068662462,QBDWD3M7YKM9,US,41.13811,-73.285901,10033784,"THETIS PHARMACEUTICALS, LLC",DEEP RIVER,CT,Domestic For-Profits,6417,UNITED STATES,N,2025-06-01,2026-05-31,,93.395,SBIR/STTR,2025,1725203,,NCI,1597142,15198,,1725203,"development of a novel resolvin-based therapy for treatment of pancreatic cancer | narrative
pancreatic cancer (pc) is a highly lethal disease with a 5-year survival rate between 5% and 10%, and pc
incidence and mortality are projected to more than double over the next ten years. however, existing systemic
chemotherapies are only modestly effective and have significant side effects and safety issues and
immunotherapies have not been effective. emerging data demonstrates that cellular debris in the tumor
microenvironment and inflammation are major causes of disease progression, metastasis, and resistance. to
address this need, thetis is investigating tp-317, an innovative new therapy for treatment of pc. | accounting;address;animal cancer model;animal model;autacoids;biological assay;biological markers;biological sciences;biology;cancer etiology;canis familiaris;cells;cessation of life;clinic;clinical;clinical data;clinical treatment;clinical trials;collaborations;country;credentialing;crowns;data;development;disease;disease progression;dose;drug resistance;endotoxins;feedback;flow cytometry;goals;good manufacturing process;grant;guidelines;human;immune;immunotherapy;incidence;inflammation;inflammatory;injections;investigational drugs;investigational new drug application;kpc model;krasg12d;legal patent;life;lipids;malignant neoplasms;malignant neoplasm of pancreas;modeling;mus;neoplasm metastasis;new drug approvals;pancreatic ductal adenocarcinoma;particulate matter;patients;perioperative;pharmaceutical preparations;pharmacodynamics;pharmacologic substance;phase;phase i clinical trials;phenotype;placebos;plasma;positioning attribute;preclinical data;radiation therapy;rattus;research;resistance;safety;saline;specific qualifier value;survival rate;tp53 gene;techniques;therapeutic agents;time;toxic effect;toxicokinetics;toxicology;translating;treatment efficacy;tumor immunity;tumor tissue;tumor volume;vial device;active comparator;advanced disease;arm;biomarker identification;chemokine;chemotherapy;clinical development;clinical investigation;clinical toxicology;clinically significant;commercialization;cytokine;diagnostic strategy;efficacy study;improved;innovation;manufacture;manufacturing test;medical schools;meetings;mortality;mouse model;novel;novel therapeutics;pancreatic cancer model;pancreatic ductal adenocarcinoma model;patient derived xenograft model;pharmacodynamic biomarker;phase 1 study;potential biomarker;pre-clinical;preclinical study;professor;programs;response;side effect;stability testing;standard of care;subcutaneous;success;transcriptome sequencing;treatment response;tumor;tumor growth;tumor microenvironment;tumor progression | thetis pharmaceuticals, llc | deep river | ct | domestic for-profits | sbir/sttr | r44 | nci",Diagnostics,Immunotherapy / vaccine,Immunotherapy / vaccine; Diagnostic / assay; Biomarker / companion diagnostic,Pancreatic,Clinical - Phase 1,Clinical,Company,Immunotherapy / vaccine; Diagnostic / assay; Biomarker / companion diagnostic; Pancreatic
No NIH Category available,Acids;Affect;Apoptotic;Biological Markers;Cancer Model;Cancer cell line;Canis familiaris;Cell Death;Combined Modality Therapy;Data;Dose;Drug resistance;ERBB2 gene;Enzymes;Exclusion Criteria;FDA approved;Fatty Acids;Goals;Immune;Immune checkpoint inhibitor;Immunocompetent;Immunosuppression;Investigation;Lead;Link;Malignant Breast Neoplasm;Malignant Neoplasms;Mediating;Metabolic;Monounsaturated Fatty Acids;Mus;No-Observed-Adverse-Effect Level;PD-1 inhibitors;Pathway interactions;Patients;Pharmaceutical Preparations;Phase;Phase I Clinical Trials;Phase III Clinical Trials;Play;Property;Role;Site;Small Business Innovation Research Grant;Stearoyl-CoA Desaturase;T-Cell Activation;T-Lymphocyte;Therapeutic;Toxicology;adaptive immune response;anti-PD1 antibodies;anti-PD1 therapy;anti-cancer;arm;attenuation;calreticulin;cancer cell;cancer immunotherapy;cancer infiltrating T cells;carcinogenesis;cell killing;deprivation;design;early phase clinical trial;endoplasmic reticulum stress;fatty acid metabolism;first-in-human;immune activation;immune cell infiltrate;immune checkpoint blockade;immunogenic;immunogenicity;inhibitor;lipid biosynthesis;mouse model;neoplastic cell;novel;novel strategies;novel therapeutic intervention;novel therapeutics;overexpression;patient response;patient stratification;phase I trial;predictive marker;refractory cancer;response biomarker;synergism;triple-negative invasive breast carcinoma;tumor;tumorigenic,Modulation of cancer induced immune suppression via inhibition of SCD1,"PROJECT NARRATIVE A novel fatty acid synthesis inhibitor, MTI-301 (aka SSI-4), sensitizes cancers to
immune checkpoint inhibitors. This new therapeutic strategy should increase the number of patients
responding to treatment and may lead to cures through prolonged activation of immune T cells in drug
resistant cancers.",NCI,11328609,2025-08-22,PA-20-272,3R44CA272064-03S1,3,R44,CA,272064,3,S1,"BOZZA, WILLIAM PATRICK",2022-09-15,2026-08-31,,,16056231,"HAYES, KAREN E","COPLAND, JOHN A.;TAN, WINSTON ",2,Unavailable,968675244.0,FPRRYGJGEHB1,968675244,FPRRYGJGEHB1,US,39.75467,-75.627199,10029690,"MODULATION THERAPEUTICS, INC.",MORGANTOWN,WV,Domestic For-Profits,265069115,UNITED STATES,N,2024-09-01,2026-08-31,,93.395,SBIR/STTR,2025,217685,,NCI,150000,53444,,217685,"modulation of cancer induced immune suppression via inhibition of scd1 | project narrative a novel fatty acid synthesis inhibitor, mti-301 (aka ssi-4), sensitizes cancers to
immune checkpoint inhibitors. this new therapeutic strategy should increase the number of patients
responding to treatment and may lead to cures through prolonged activation of immune t cells in drug
resistant cancers. | acids;affect;apoptotic;biological markers;cancer model;cancer cell line;canis familiaris;cell death;combined modality therapy;data;dose;drug resistance;erbb2 gene;enzymes;exclusion criteria;fda approved;fatty acids;goals;immune;immune checkpoint inhibitor;immunocompetent;immunosuppression;investigation;lead;link;malignant breast neoplasm;malignant neoplasms;mediating;metabolic;monounsaturated fatty acids;mus;no-observed-adverse-effect level;pd-1 inhibitors;pathway interactions;patients;pharmaceutical preparations;phase;phase i clinical trials;phase iii clinical trials;play;property;role;site;small business innovation research grant;stearoyl-coa desaturase;t-cell activation;t-lymphocyte;therapeutic;toxicology;adaptive immune response;anti-pd1 antibodies;anti-pd1 therapy;anti-cancer;arm;attenuation;calreticulin;cancer cell;cancer immunotherapy;cancer infiltrating t cells;carcinogenesis;cell killing;deprivation;design;early phase clinical trial;endoplasmic reticulum stress;fatty acid metabolism;first-in-human;immune activation;immune cell infiltrate;immune checkpoint blockade;immunogenic;immunogenicity;inhibitor;lipid biosynthesis;mouse model;neoplastic cell;novel;novel strategies;novel therapeutic intervention;novel therapeutics;overexpression;patient response;patient stratification;phase i trial;predictive marker;refractory cancer;response biomarker;synergism;triple-negative invasive breast carcinoma;tumor;tumorigenic | modulation therapeutics, inc. | morgantown | wv | domestic for-profits | sbir/sttr | r44 | nci",Therapeutics,Cell therapy,Cell therapy; Immunotherapy / vaccine; Small molecule; Biomarker / companion diagnostic,Hematologic,Clinical - Phase 3,Clinical,Company,Cell therapy; Immunotherapy / vaccine; Small molecule; Biomarker / companion diagnostic; Hematologic; Breast
No NIH Category available,Acceleration;Acute;Agreement;Amino Acids;Animal Model;Antibodies;Biological;Biological Assay;Biotechnology;Bone Marrow Transplantation;Cancer Cell Growth;Cancer Patient;Canis familiaris;Cells;Certification;Chemistry;Chemotherapy and/or radiation;Chronic;Clinic;Clinical;Clinical Trials;Data;Dose;Dose Limiting;Drug Kinetics;Drug Targeting;Drug usage;Enrollment;Food;Formulation;Funding;Funding Agency;Gel;Goals;Good Manufacturing Process;HIV-1;HPV positive;Head and Neck Cancer;Head and Neck Squamous Cell Carcinoma;Hematopoietic Neoplasms;Human;Human Papillomavirus;Immunotherapy;Inflammation;Inpatients;Institution;Intensity-Modulated Radiotherapy;Investigational Drugs;Investigational New Drug Application;Investments;Lead;Malignant Neoplasms;Marketing;Maximum Tolerated Dose;Mucositis;Mus;Names;Normal tissue morphology;Oral;Oral Administration;Oral Ulcer;Oral cavity;Oral mucous membrane structure;Pain;Pathogenesis;Pathogenicity;Pathway interactions;Patient-Focused Outcomes;Patients;Penetration;Performance;Pharmaceutical Preparations;Pharmacodynamics;Phase;Phase II Clinical Trials;Phase II/III Trial;Phase Ib Trial;Placebos;Population;Populations at Risk;Privatization;Process;Proteins;Quality of life;Radiation;Radiation Dose Unit;Radiation therapy;Radio;Randomized;Rattus;Reaction;Recommendation;Regimen;Research;Rodent;Safety;Schedule;Secure;Self Administration;Signal Transduction;Small Business Innovation Research Grant;Solid Neoplasm;Specific qualifier value;Squamous cell carcinoma;Therapeutic;Therapeutic Effect;Therapeutic Intervention;Topical application;Toxic effect;Toxicokinetics;Toxicology;Ulcer;United States Food and Drug Administration;United States National Institutes of Health;antagonist;cancer radiation therapy;cancer therapy;cancer type;carcinogenesis;chemoradiation;chemotherapy;clinical application;design;efficacy study;first-in-human;good laboratory practice;head and neck cancer patient;healing;immunogenic;improved;inhibitor;keratinocyte growth factor;manufacture;meetings;novel therapeutics;oral mucositis;pain reduction;pharmacodynamic biomarker;phase I trial;preclinical study;prevent;prophylactic;re-epithelialization;response;safety and feasibility;safety assessment;scale up;side effect;standard of care;targeted treatment;tat Protein,First-in-human clinical trial of proprietary oral gel to treat radiation-induced oral mucositis in cancer patients,"Narrative
Oral mucositis, a painful oral ulceration, is one of the most severe toxicities of cancer radiation therapy or in
combination with chemotherapy, targeted therapy and immunotherapy. Our proprietary drug targets multiple
processes of oral mucositis thus delivering a more effective oral mucositis treatment in cancer patients. Our
proposed clinical trial will potentially bring a new therapy to clinc. Meeting this unmet need will improve cancer
patient outcomes and quality of life by enabling optimal RT regimens, reducing pain and preventing other
sequelae.",NCI,11322800,2025-09-08,PA-24-246,1R44CA310522-01,1,R44,CA,310522,1,,"POND, MONIQUE ADRIANNE",2025-09-15,2027-08-31,Special Emphasis Panel[ZRG1 MSOS-D (10)],,11234386,"YOUNG, CHRISTIAN ","WANG, XIAO-JING ",6,Unavailable,80183997.0,J8KMX54WRJM9,080183997,J8KMX54WRJM9,US,39.747863,-104.840743,10043479,"ALLANDER BIOTECHNOLOGIES, INC.",AURORA,CO,Domestic For-Profits,800457336,UNITED STATES,N,2025-09-15,2026-08-31,,93.395,SBIR/STTR,2025,1233852,,NCI,917480,235653,,1233852,"first-in-human clinical trial of proprietary oral gel to treat radiation-induced oral mucositis in cancer patients | narrative
oral mucositis, a painful oral ulceration, is one of the most severe toxicities of cancer radiation therapy or in
combination with chemotherapy, targeted therapy and immunotherapy. our proprietary drug targets multiple
processes of oral mucositis thus delivering a more effective oral mucositis treatment in cancer patients. our
proposed clinical trial will potentially bring a new therapy to clinc. meeting this unmet need will improve cancer
patient outcomes and quality of life by enabling optimal rt regimens, reducing pain and preventing other
sequelae. | acceleration;acute;agreement;amino acids;animal model;antibodies;biological;biological assay;biotechnology;bone marrow transplantation;cancer cell growth;cancer patient;canis familiaris;cells;certification;chemistry;chemotherapy and/or radiation;chronic;clinic;clinical;clinical trials;data;dose;dose limiting;drug kinetics;drug targeting;drug usage;enrollment;food;formulation;funding;funding agency;gel;goals;good manufacturing process;hiv-1;hpv positive;head and neck cancer;head and neck squamous cell carcinoma;hematopoietic neoplasms;human;human papillomavirus;immunotherapy;inflammation;inpatients;institution;intensity-modulated radiotherapy;investigational drugs;investigational new drug application;investments;lead;malignant neoplasms;marketing;maximum tolerated dose;mucositis;mus;names;normal tissue morphology;oral;oral administration;oral ulcer;oral cavity;oral mucous membrane structure;pain;pathogenesis;pathogenicity;pathway interactions;patient-focused outcomes;patients;penetration;performance;pharmaceutical preparations;pharmacodynamics;phase;phase ii clinical trials;phase ii/iii trial;phase ib trial;placebos;population;populations at risk;privatization;process;proteins;quality of life;radiation;radiation dose unit;radiation therapy;radio;randomized;rattus;reaction;recommendation;regimen;research;rodent;safety;schedule;secure;self administration;signal transduction;small business innovation research grant;solid neoplasm;specific qualifier value;squamous cell carcinoma;therapeutic;therapeutic effect;therapeutic intervention;topical application;toxic effect;toxicokinetics;toxicology;ulcer;united states food and drug administration;united states national institutes of health;antagonist;cancer radiation therapy;cancer therapy;cancer type;carcinogenesis;chemoradiation;chemotherapy;clinical application;design;efficacy study;first-in-human;good laboratory practice;head and neck cancer patient;healing;immunogenic;improved;inhibitor;keratinocyte growth factor;manufacture;meetings;novel therapeutics;oral mucositis;pain reduction;pharmacodynamic biomarker;phase i trial;preclinical study;prevent;prophylactic;re-epithelialization;response;safety and feasibility;safety assessment;scale up;side effect;standard of care;targeted treatment;tat protein | allander biotechnologies, inc. | aurora | co | domestic for-profits | sbir/sttr | r44 | nci",Therapeutics,Immunotherapy / vaccine,Immunotherapy / vaccine; Small molecule; Diagnostic / assay; Biomarker / companion diagnostic,Head & Neck,Clinical - Phase 2,Clinical,Company,Immunotherapy / vaccine; Small molecule; Diagnostic / assay; Biomarker / companion diagnostic; Head & Neck
No NIH Category available,Ablation;Address;Algorithms;Animal Model;Animals;Antitumor Response;Apoptotic;Benign Prostatic Hypertrophy;Blood Vessels;Blood specimen;Bone Pain;Cancer Etiology;Canis familiaris;Cardiac;Cell Death;Cell membrane;Certification;Chemotherapy and/or radiation;Clinical;Clinical Trials;Collaborations;Data;Development;Development Plans;Diagnosis;Disease;Electrodes;Electroporation;Environment;Excision;Feedback;Fine needle aspiration biopsy;Fire - disasters;Funding;Future;Generations;Goals;Good Manufacturing Process;Head;Heart;Heart Injuries;Heating;Hepato-Biliary Neoplasm;Histologic;Human;Immune response;Industrialization;Intervention;Intestines;Life;Liver neoplasms;Location;Lung Neoplasms;Malignant - descriptor;Malignant Neoplasms;Malignant neoplasm of liver;Malignant neoplasm of lung;Malignant neoplasm of pancreas;Marketing;Medical;Medical Device;Modality;Necrosis;Nerve;Oncology;Operative Surgical Procedures;Organ;Pancreas;Patients;Phase;Physiologic pulse;Population;Positioning Attribute;Preparation;Procedures;Production;Prognosis;Radiation therapy;Reproducibility;Resectable;Safety;Solid;Solid Neoplasm;Stomach;Structure;Surgical complication;Survival Rate;System;Techniques;Technology;Temperature;Thermal Ablation Therapy;Time;Tissues;Toxic effect;Tumor stage;Ultrasonography;Veterinary Medicine;Visualization;Work;bile duct;cancer therapy;canine model;chemotherapy;college;commercialization;cost;curative treatments;design;effective therapy;electric field;ergonomics;first-in-human;improved;lymph nodes;minimally invasive;mortality;nanosecond;neoplastic cell;next generation;novel;pancreatic neoplasm;patient population;peripheral blood;pre-clinical;preclinical safety;preservation;prevent;programs;prototype;response;safety study;standard care;survival outcome;technology platform;tumor;tumor ablation;ultrasound;usability,Commercialization of Algorithmic Non-thermal Ablation Technology for the Treatment of Inoperable Tumors,"Project Narrative
The vast majority of patients diagnosed with lung, liver, and pancreatic cancer will not be candidates for surgical
treatment. Unfortunately, these patients tend to have poor responses to standard treatments including radiation
and chemotherapy resulting in a five-year survival rate of approximately 20%. This project will advance the
commercialization of a minimally invasive cancer therapy which uses ultrashort alternating polarity pulsed electric
fields to rapidly destroy deep seated inoperable tumors through non-thermal mechanisms.",NCI,11316268,2025-09-08,PA-24-247,2R42CA275587-02A1,2,R42,CA,275587,2,A1,"ZHAO, MING ",2022-09-16,2027-08-31,Special Emphasis Panel[ZRG1 ISB-S (11)],,79251383,"FONG, JORDAN ","SANO, MICHAEL BENJAMIN",2,Unavailable,117558393.0,HPZ7FS9MF8J1,117558393,HPZ7FS9MF8J1,US,35.772083,-78.859338,10063143,"GRADIENT MEDICAL, INC.",Raleigh,NC,Domestic For-Profits,27607,UNITED STATES,N,2025-09-09,2026-08-31,,93.395,SBIR/STTR,2025,1150000,,NCI,968858,110724,,1150000,"commercialization of algorithmic non-thermal ablation technology for the treatment of inoperable tumors | project narrative
the vast majority of patients diagnosed with lung, liver, and pancreatic cancer will not be candidates for surgical
treatment. unfortunately, these patients tend to have poor responses to standard treatments including radiation
and chemotherapy resulting in a five-year survival rate of approximately 20%. this project will advance the
commercialization of a minimally invasive cancer therapy which uses ultrashort alternating polarity pulsed electric
fields to rapidly destroy deep seated inoperable tumors through non-thermal mechanisms. | ablation;address;algorithms;animal model;animals;antitumor response;apoptotic;benign prostatic hypertrophy;blood vessels;blood specimen;bone pain;cancer etiology;canis familiaris;cardiac;cell death;cell membrane;certification;chemotherapy and/or radiation;clinical;clinical trials;collaborations;data;development;development plans;diagnosis;disease;electrodes;electroporation;environment;excision;feedback;fine needle aspiration biopsy;fire - disasters;funding;future;generations;goals;good manufacturing process;head;heart;heart injuries;heating;hepato-biliary neoplasm;histologic;human;immune response;industrialization;intervention;intestines;life;liver neoplasms;location;lung neoplasms;malignant - descriptor;malignant neoplasms;malignant neoplasm of liver;malignant neoplasm of lung;malignant neoplasm of pancreas;marketing;medical;medical device;modality;necrosis;nerve;oncology;operative surgical procedures;organ;pancreas;patients;phase;physiologic pulse;population;positioning attribute;preparation;procedures;production;prognosis;radiation therapy;reproducibility;resectable;safety;solid;solid neoplasm;stomach;structure;surgical complication;survival rate;system;techniques;technology;temperature;thermal ablation therapy;time;tissues;toxic effect;tumor stage;ultrasonography;veterinary medicine;visualization;work;bile duct;cancer therapy;canine model;chemotherapy;college;commercialization;cost;curative treatments;design;effective therapy;electric field;ergonomics;first-in-human;improved;lymph nodes;minimally invasive;mortality;nanosecond;neoplastic cell;next generation;novel;pancreatic neoplasm;patient population;peripheral blood;pre-clinical;preclinical safety;preservation;prevent;programs;prototype;response;safety study;standard care;survival outcome;technology platform;tumor;tumor ablation;ultrasound;usability | gradient medical, inc. | raleigh | nc | domestic for-profits | sbir/sttr | r42 | nci",Diagnostics,Diagnostics / assay,Diagnostic / assay; Digital health / software,Lung,Clinical - Phase 1,Clinical,Company,Diagnostic / assay; Digital health / software; Lung; Pancreatic; Liver
